"name","LONGITUDE","LATITUDE","Ernst...Young","Arthur.Andersen","MSI","IGAF","AGN","BDO","Grant.Thornton","Horwath","KPMG","Summit...Baker","RSM","Moores.Rowland","HLB","Moore.Stephens","Nexia","PKF","Fiducial","PWC","Impiric","TMP","Hakuhodo","Draft.Worldwide","Densu.Y...R","D.Arcy","FCB","Saatchi...Saatchi","O.M","BBDO","McCann.Erickson","J.Walter.Thompson","Euro.RSCG","CMG","Asatsu.DK","West.LB","Dresdner","Commerzbank","Deutsche","Chase","BNP.Paribas","ABN.Amro","CSFB","Rabobank","UBS","ING","Barclays","Fuji","BHV","BLG","Sakura","Sumitomo","Sanwa","JP.Morgan","BTM","DKB","HSBC","Citibank","Allianz","Skandia","Chubb","Prudential","Reliance","Winterthur","Fortis","CGNU","Liberty","Royal...Sun","Lloyds","Latham...Watkins","Morgan.Lewis","Baker...McKenzie","Clifford.Chance","Jones.Day","FBD","Allen...Overy","Dorsey...Whitney","Linklaters","White...Case","Cameron.McKenna","Morrison...Foerster","Lovells","Skadden","Sidley...Austin","Coudert","Towers.Perrin","Logica","Watson.Wyatt","Sema","CSC","Hewitt","IBM","Mercer","Boston","Deloitte","BoozeA.M","A.T..Kearney","McKinsey","Bain","Compass","Andersen.Consulting","Gemini"
"RABAT",-6.83613082013,34.0252990916,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAWALPINDI",73.0400272206,33.5999762156,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RECIFE",-34.915605511,-8.07564532586,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REYKJAVIK",-21.933333,64.133333,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"RICHMOND",-84.8902812111,39.8288983348,0,2,0,0,0,0,0,0,3,0,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RIGA",24.0999653714,56.9500238232,2,2,0,0,0,2,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,2,0,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
"RIO DE JANEIRO",-43.2250207942,-22.9250231742,2,2,2,0,2,0,0,3,2,0,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,0,2,0,2,0,0,0,0,2,0,2,2,2,0,4,0,0,2,2,0,0,0,0,0,0,0,2,2,0,3,0,2,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
"RIYADH",46.7727416573,24.6408331492,2,2,0,0,1,3,0,0,2,0,0,2,3,2,2,0,2,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
"ROCHESTER",-77.6199497901,43.1704256379,0,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROME",12.4832584215,41.8959556265,0,3,2,3,2,0,0,2,2,0,0,2,3,2,0,3,2,3,2,2,0,0,2,0,0,2,2,2,2,2,0,0,0,3,2,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,1,0,3,0,0,0,0,0,2,3,0,2,0,0,3,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,2,2,2,2,0,2,0
"ROTTERDAM",4.47997432315,51.919969095,2,2,0,0,4,0,0,2,2,0,2,4,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,4,1,2,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,2,0,0,0,0,2,0,0
"RUWI",58.543333,23.600278,2,2,0,0,2,1,0,2,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"SACRAMENTO",-121.470038088,38.5750213817,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"SALVADOR",-38.4799874283,-12.9699719047,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN DIEGO",-117.17998987,32.8200238231,2,2,2,0,2,0,0,0,3,0,3,0,0,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,0
"SAN FRANCISCO",-122.459977663,37.7400077505,2,2,2,2,3,0,1,0,3,2,3,2,3,2,2,3,0,2,2,3,0,0,0,2,3,2,0,2,2,3,2,2,0,0,4,0,2,3,3,2,2,2,2,2,3,0,0,0,2,3,4,4,3,0,3,3,2,0,3,0,2,1,0,3,0,2,3,3,0,3,0,0,0,0,0,0,0,0,5,0,2,0,3,3,2,2,0,2,2,0,2,2,0,2,2,2,3,2,2,0
"SAN JOSE (CA)",-121.9,37.333333,2,2,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"SAN JOSE (CR)",-84.083333,9.933333,0,0,0,2,0,0,2,2,2,0,0,0,2,2,2,2,2,2,0,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"SAN SALVADOR",-89.2030412208,13.7100016469,0,0,2,2,0,0,2,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"SANAA",44.206389,15.348333,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANTIAGO",-70.6670408546,-33.4500138155,2,0,0,0,3,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,0,0,3,2,2,0,2,2,0,2,0,0,0,2,3,0,3,2,2,0,0,2,0,3,2,0,0,0,0,0,0,2,2,0,2,3,2,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,2,0,0,0,0
"SANTO DOMINGO",-69.9000850847,18.4700728546,0,0,0,0,0,0,2,3,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"SAO PAULO",-46.633333,-23.55,2,2,2,0,2,2,2,3,2,2,2,2,3,4,2,2,0,2,4,2,2,0,2,0,2,2,2,2,4,2,0,2,0,4,0,3,3,2,2,2,2,2,0,2,3,2,2,0,2,3,2,3,2,2,3,3,3,0,2,0,4,3,2,2,2,2,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,3,2,2,2,0,2,2,0,2,2,2,2,2,3,0,2,0
"SARAJEVO",18.383001667,43.850022399,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEATTLE",-122.339984987,47.5700020539,0,2,3,0,0,0,1,0,3,0,2,4,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,3,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,3,0,0,2,0,2,1,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"SEOUL",126.999730997,37.5663490998,3,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,0,3,1,2,2,2,2,2,2,2,2,2,0,3,2,2,3,2,2,2,2,2,0,0,2,3,2,2,2,2,3,2,2,2,3,2,3,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,3,0,2,2,2,2,2,3,0,2,0
"SEVILLE",-5.98000736635,37.4050152782,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"SHANGHAI",121.436504678,31.2164524526,0,2,0,0,2,1,0,0,3,0,3,2,2,2,2,0,2,2,2,0,2,0,3,0,2,2,2,2,2,2,2,0,3,2,2,2,2,2,2,2,2,2,0,2,3,2,2,3,2,3,3,2,2,3,3,2,3,2,2,0,0,3,2,0,0,2,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0
"SHEFFIELD",-1.49999658345,53.3666766552,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHENZEN",114.1,22.55,0,2,0,0,0,1,0,2,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SINGAPORE",103.855820678,1.29303346649,2,2,2,3,2,2,2,3,2,0,3,2,3,2,2,2,0,2,2,3,2,2,4,2,2,2,2,2,3,3,3,0,3,2,3,3,3,4,4,3,2,3,2,4,3,3,2,3,3,3,2,3,3,4,2,4,4,0,4,2,3,1,2,3,0,4,2,2,0,2,2,0,2,2,0,4,3,2,2,2,2,2,2,3,0,2,3,4,2,3,0,2,2,2,2,2,3,0,2,4
"SOFIA",23.3166540107,42.6833494253,0,2,0,0,1,2,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"SOUTHAMPTON",-1.39997684875,50.9000313508,2,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST LOUIS",-90.197778,38.627222,2,2,2,3,2,0,1,0,3,3,3,3,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0
"ST PETERSBURG",30.308611,59.9375,2,2,2,0,1,0,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"STOCKHOLM",18.0973347328,59.3507599543,2,2,2,2,2,2,2,3,3,2,2,3,0,2,2,2,2,3,2,0,0,2,3,2,2,0,2,3,3,0,2,0,0,0,2,0,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,2,2,5,2,0,3,1,0,0,0,3,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,2,2,2,2,4,2,2,3,0,2,2,2,2,4,3,2,2,2
"STRASBOURG",7.75000728215,48.5799662466,0,3,0,0,0,0,0,0,2,0,3,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"STUTTGART",9.19999629582,48.7799798778,2,2,0,2,3,0,0,2,3,0,2,2,2,2,0,0,2,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
"SUVA",178.441707315,-18.1330159314,0,2,0,0,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYDNEY",151.185179809,-33.9200109672,2,2,2,3,2,3,0,2,2,2,3,2,3,2,2,3,2,2,2,4,0,2,3,0,3,2,3,3,3,4,3,2,0,4,3,2,2,4,0,2,0,3,3,4,3,3,0,0,0,3,2,3,2,4,3,2,2,0,2,0,0,3,2,2,0,3,2,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,4,3,2,2,0,4,2,3,0,2,2,2,2,2,3,2,2,0
"TAIPEI",121.56833333333,25.03583333333,0,0,0,3,1,2,2,4,3,0,2,3,2,2,2,2,0,2,2,0,3,1,3,2,2,2,2,2,2,3,2,0,4,2,4,2,2,2,3,0,2,2,2,3,2,2,0,0,2,3,3,2,2,3,3,3,2,0,2,2,0,2,2,3,0,2,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,0,2,0,0,2,0
"TALLIN",24.745278,59.437222,0,2,2,0,1,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"TAMPA",-82.4586208514,27.9469879344,2,2,0,2,0,0,1,0,2,0,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0
"TASHKENT",69.2949328195,41.311701883,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBILISI",44.7907954496,41.7250099885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TEGUCIGALPA",-87.2175293393,14.1020449005,0,0,0,0,2,0,0,2,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"TEHRAN",51.4243440336,35.6719427684,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEL AVIV",34.7700117582,32.0799914744,0,2,0,0,2,2,2,0,3,0,0,2,0,2,3,2,3,2,2,0,0,0,2,2,2,2,2,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
"THE HAGUE",4.26996130231,52.080036844,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIANJIN",117.200019083,39.1300262645,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIJUANA",-117.079995974,32.5000175161,0,2,0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIRANA",19.8188830146,41.3275407095,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"TOKYO",139.751407429,35.6850169058,2,2,2,3,2,2,3,2,3,0,4,3,2,2,2,2,2,4,2,2,5,1,5,2,2,2,2,2,2,3,0,0,5,4,3,4,3,4,3,2,2,3,3,3,4,5,2,3,5,5,5,4,5,5,3,4,2,2,2,2,0,3,2,3,2,2,3,2,3,2,2,2,2,2,1,2,2,0,2,2,2,2,2,3,2,2,0,0,2,3,2,2,2,2,2,2,2,0,2,2
"TORONTO",-79.4200207944,43.6999798778,3,3,2,2,2,3,3,3,3,3,2,4,3,2,2,3,0,3,2,3,0,2,2,2,2,2,3,3,4,4,2,3,0,3,2,0,2,2,2,2,2,2,2,0,2,2,0,2,0,3,2,2,2,2,3,2,2,0,4,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,2,2,2,3,3,3,0,2,3,0,2,2,3,3,2,0
"TRIESTE",13.8000255927,45.6503776236,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIPOLI",13.1800117581,32.8925000194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUNIS",10.1796780992,36.8027781362,0,0,0,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"TURIN",7.66996048853,45.0703871857,0,3,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"ULAN BATOR",106.917222,47.920278,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UTRECHT",5.12003861351,52.1003456819,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2
